protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,new_half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.10.5910,0.7926573757911277,0.026239843420878345,3.802182800776897,0.6916960271318365,0.26363100530404515,0.039673898036954536,4.108713442107951,2.0,0.022655675527414505,Tb927.10.5910,Basal body protein,1,GO:0036064|ciliary basal body,,0.9529791479502576,0.8352209616238938,0.6779018135992548,0.5730402143202213,0.3579429861908112,0.2254925515520657,,0.98033316986908,,0.7402079332074094,0.4840083764385818,0.3594390954829847,0.21470802810085604,,,0.8774904290429044,0.72401818632237,0.5708928601299172,0.3655570850040897,0.2819132945658713
Tb927.10.5920,0.8942036084720442,0.1650522453194003,6.31927248459694,3.327065513627485,0.06287912441561194,0.21048360240585448,4.796145557220895,3.0,0.04001091352959548,Tb927.10.5920,"hypothetical protein, conserved",1,GO:0005634|nucleus,,0.9170556763083096,,0.6691662797514363,0.5579651019906611,0.28153718571515685,0.3637122489176841,,,,0.7335164959467103,0.5574506149832277,0.3205539366769403,0.21994403127859574,,0.820346988716782,,0.7305819036773079,0.6228296993766603,0.296754590498397,0.3232722233080437
Tb927.10.5980,1.002070915392162,0.16673411974101912,10.377824866227492,3.3502937877088486,2.6542587239219984e-08,0.189230179931988,7.152824907791614,10.0,0.05067162191947694,Tb927.10.5980,"leucine-rich repeat protein (LRRP), putative",1,GO:0005930|axoneme; GO:0005515|protein binding; GO:0005737|cytoplasm,0.8231556200746579,,0.8518955580016819,0.8574175347808878,0.6731684330279625,0.4497139074934993,0.2753030756250959,,0.9939615568037304,0.9673329451852136,0.8739342723004695,0.6823055962871746,0.4821548945515615,0.2901428422840898,0.9185293725019044,0.9523653494784009,0.8868993328765075,0.7888296855642736,0.7119952888270251,0.4678392810138006,0.32006992843678583
Tb927.10.600,0.8003647876353297,0.025755040690050742,7.256845880550242,0.9750506394352102,0.10881736761433404,0.04108465757565823,6.041466376068785,7.0,0.014712305851889918,Tb927.10.600,Mitochondrial ribosomal protein L29,1,GO:0005739|mitochondrion; GO:0005762|mitochondrial large ribosomal subunit,,,0.8303987952015788,0.7236916465216223,0.5573000212479637,0.4277520222555104,0.3030682934631115,,0.7445587550406089,0.8881727733095026,0.7067124845673239,0.5649105596991799,0.34893114015885923,0.2717020553237521,,,0.7882156380624542,0.7150666018473505,0.5887551398754348,0.3908908158169519,0.250531839319114
Tb927.10.6000,0.66129919895654,0.1967875937200113,6.2970229873138805,3.1815301115381134,0.2834193718451554,0.20593861819219755,7.815504969722258,10.0,0.03484872765484973,Tb927.10.6000;Tb11.v5.0194,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0005515|protein binding,,0.8500210965811779,0.989616058131352,0.7713440741379136,0.6093601598566802,0.4381668621903251,0.32495680724426923,0.9736917471480168,,0.8702610010666882,0.8211134812955847,0.6142800027431079,0.5433603771906415,0.28245823741842835,0.8830554561172341,0.9222596654320092,,0.6720573758763773,0.6618231220031966,0.4468297850070129,
Tb927.10.6010,0.985354121238314,0.019870620043968692,4.522013022952568,0.2728509743028268,0.035303993423753566,0.011520801579041902,3.2567431454996822,1.0,0.03295912506344867,Tb927.10.6010;Tb11.v5.0195,"Cohesin subunit SCC3, putative;STAG domain containing protein, putative",1,GO:0005634|nucleus; GO:0005488|binding,0.981851861343612,0.9341643471164918,0.9112989266025237,0.6642513120407857,0.4382586414933637,0.19421761495795314,0.1014853438120706,0.9222420563070258,0.9259965237837045,0.8454185378590079,0.6621101254986248,0.4532010185629406,0.18982596522081197,0.10648833702313346,0.9437719594594596,0.965558578416138,0.8473022567577402,0.6783507775779944,0.4479518458456549,0.2022846389205382,0.10357837690549357
Tb927.10.6020,0.9573298677650413,,6.884305281657858,,4.6525894248361515e-10,,4.7313013874974965,3.0,0.01666412814997391,Tb927.10.6020,"hypothetical protein, conserved",1,GO:0005634|nucleus,0.9521555929531559,0.9055500029224384,0.8632316384180792,0.7895201339750457,0.5379999999999999,0.2832118242237873,0.16608668258130166,0.932994331814408,0.888002673697501,0.8375986996068847,0.7689654281367869,0.5591490969188998,0.29984231116461035,0.16838403395124782,0.933496764955452,0.903683736823639,0.8310947213536878,0.6940552544292533,0.5326797890374835,0.3043369539191572,0.16647277556440904
Tb927.10.6050,1.0898233236492612,,7.925466375073175,,5.097053890068537e-10,,5.45297926426906,5.0,0.040719999713519216,Tb927.10.6050;Tb11.v5.0198;Tb11.v5.0197,"clathrin heavy chain;clathrin heavy chain, putative;clathrin heavy chain, putative",1,GO:0048268|clathrin coat assembly; GO:0032051|clathrin light chain binding; GO:0030130|clathrin coat of trans-Golgi network vesicle; GO:0016192|vesicle-mediated transport; GO:0003729|mRNA binding; GO:0005198|structural molecule activity; GO:0005488|binding; GO:0051286|cell tip; GO:0071439|clathrin complex; GO:0030132|clathrin coat of coated pit; GO:0006886|intracellular protein transport,1.0078361481307976,0.9560217556264916,0.9345826473423359,0.8640638244912323,0.6907601350453252,0.4104034661508705,0.2359015659955257,1.0119485000095534,0.973622176939432,0.9491720851189596,0.8554678467590218,0.6881539022709774,0.4052391779205664,0.2393827752530181,0.9953410133482796,0.9829676068677538,0.9458817002306816,0.8539851047296413,0.6945919565154539,0.4124765684312236,0.2397503154980799
Tb927.10.6070,1.135868994785343,0.20042906507057845,6.859280183807253,2.7691361901673366,6.279121667063238e-10,0.031026712286916718,4.713955311921291,3.0,0.03957706743966348,Tb927.10.6070,universal minicircle sequence binding protein 1,1,GO:0003729|mRNA binding; GO:0000278|mitotic cell cycle; GO:0031981|nuclear lumen; GO:0008270|zinc ion binding; GO:0033955|mitochondrial DNA inheritance; GO:0003676|nucleic acid binding; GO:0005737|cytoplasm,1.0436462668355442,1.0200621181173968,0.990110533804162,0.8733463631315935,0.6411439328120475,0.3512690944247503,0.1963092074379928,1.0378205433999694,1.0237037198706844,0.9912763207032259,0.8731486903262239,0.6476650777722027,0.3499945707186896,0.19407890655991925,1.040006825393054,1.0182661127860289,0.9901051875018212,0.8644351086679529,0.6361849074774714,0.3500326915721026,0.20048600867480465
Tb927.10.6150,1.1597522543638337,,6.689376031411272,,2.5846080831115614e-10,,4.596186725440837,3.0,0.07395156230337809,Tb927.10.6150;Tb11.v5.0207,"neurobeachin/beige protein, putative;neurobeachin/beige protein, putative",1,GO:0005515|protein binding; GO:0020015|glycosome; GO:0005737|cytoplasm,,,1.0410213804032131,0.7434463081063147,0.6380089384229591,,,,,,,0.6408238758842639,0.31490489314598114,0.15062255739784686,,,0.8495837538676081,0.7066922260233574,,0.3299207263837961,
Tb927.10.6160,0.9109162426174812,0.3807446510593325,10.564098747334947,9.947593197171429,6.954175013618168e-10,0.07377711608248592,7.28193985797742,none,0.19620911038261893,Tb927.10.6160,"Sec34-like family, putative",0,GO:0005801|cis-Golgi network; GO:0006886|intracellular protein transport; GO:0005794|Golgi apparatus; GO:0016020|membrane,0.6411477397331127,0.4858284434868936,0.7027461469963696,0.7457476280834916,0.6302860120010061,0.43943029673647577,0.26775698810696164,0.3909340065233904,0.4876845458944992,0.7821861446087088,0.8000810600155885,0.6319413429962631,0.39536763223462734,0.28696901800815844,0.4471081935110596,0.7377452574525747,0.8309506296345954,0.8264494973172892,0.6545428824049514,0.3982618694512728,0.2421592397168152
Tb927.10.6170,,,,,,,,none,,Tb927.10.6170,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0005488|binding,,,,,,,,,,1.0037600860217508,,,,,,,0.99988527867566,,,,
Tb927.10.6180,0.5878211033009355,,13.852961746492273,,2.744945826194112e-09,,9.561606029487013,none,0.11249750218197273,Tb927.10.6180,FLA1-like protein,0,GO:0020022|acidocalcisome,0.583240209304227,0.4174421040732507,0.7210370433196922,0.7371853775415959,0.4951727308825681,0.4699666387102786,0.27096335716506065,,0.544106590297908,0.8342669766023932,0.610381109927712,0.5903294562372784,0.368353165432432,0.2491794971362004,0.5513150366931256,,0.6839621710743257,0.6992434379231856,0.4095091486709294,0.4096022979146876,0.2285451239553831
Tb927.10.6190,,,,,,,,none,,Tb927.10.6190,"aldehyde dehydrogenase, putative",0,GO:0004362|glutathione-disulfide reductase activity; GO:0016491|oxidoreductase activity; GO:0009450|gamma-aminobutyric acid catabolic process; GO:0008152|metabolic process; GO:0055114|oxidation-reduction process,,,,,0.537493396431417,0.433685867532521,,,0.7942452379197423,0.6472132705957414,,,,,,,,,,,
Tb927.10.620,,,,,,,,none,,Tb927.10.620,"hypothetical protein, conserved",0,GO:0036064|ciliary basal body; GO:0005737|cytoplasm,,,,,,,,,,,,0.5695208917920174,,,,0.990514945313335,0.9254867406371003,0.808078318696851,,,
Tb927.10.6210,,,,,,,,none,,Tb927.10.6210,"TPR repeat, putative",0,GO:0005515|protein binding; GO:0005737|cytoplasm; GO:0005929|cilium,,,,,,,,,,,0.7309477028552318,,0.5029375969817751,,,,,,,,
Tb927.10.6220,0.8194060249295742,0.0849277580231098,4.850824161095887,1.5795754012813727,0.2259103572395915,0.09869381399482964,4.867569269585247,3.0,0.04355269708370296,Tb927.10.6220,5'-3' exoribonuclease D,1,GO:0005634|nucleus; GO:0042162|telomeric DNA binding; GO:0005730|nucleolus; GO:0003676|nucleic acid binding; GO:0006396|RNA processing; GO:0004527|exonuclease activity,,0.9261908318386308,0.94872057067352,0.7386193206032362,0.5581818742888003,0.4093525422486162,0.2576546737820623,,0.911474006116208,0.9420113442173992,0.7749176648832915,0.5694271985179181,0.39325048900243503,0.2587101647842992,,0.8714731510808169,0.9809611599072366,0.7984030896148265,0.5758496937593114,0.40162855414398063,0.2265606171698173
Tb927.10.6230,1.023516051875915,,8.961766801018335,,1.1500334018421655e-10,,6.171287980047047,7.0,0.01604710587676581,Tb927.10.6230,MORN repeat containing protein,1,GO:0005930|axoneme; GO:0005737|cytoplasm,1.0236831452832384,0.9352514077370692,0.9171580016504792,0.8443480183562787,0.6747930580637262,0.4003695717884132,0.2347934245927328,0.9982583567522268,0.9786856034404979,0.9198715993049386,0.8133630111547969,0.6493816032967888,0.4258298542237336,0.22482958939039094,0.9730017787715164,0.9305323261761732,0.910640436135356,0.8323534602144582,0.6742446724023825,0.41504947801793857,0.2672036129414378
Tb927.10.6240,1.0549541779999254,0.06560137269057209,4.553909951493575,0.8100243339507357,0.031321964420327315,0.0803756876898353,3.251486849991904,1.0,0.06810645668218045,Tb927.10.6240,"ras-like small GTPase, putative",1,GO:0003924|GTPase activity; GO:0007165|signal transduction; GO:0016020|membrane; GO:0005737|cytoplasm; GO:0005525|GTP binding,,0.7797292496171516,0.8729382019889368,0.7223792818385415,0.4798966367491863,0.22061484038456056,,,0.8768778313428136,0.8893027237847608,0.744121607732117,0.4586904354904355,0.20554781708918696,0.1606073207043483,,0.7798185023007272,0.8897414514727948,0.6799460924914542,0.46884855028994205,0.186406209136542,0.10456883371327604
Tb927.10.6260,0.9017587743231164,0.018078246457568677,6.9338132963581325,0.4079484439988612,0.04320997139743765,0.019941958503265772,5.103220810982179,4.0,0.021165951726566254,Tb927.10.6260;Tb11.v5.0279,"ATP-dependent DEAD/H RNA helicase, putative;ATP-dependent DEAD/H RNA helicase, putative",1,GO:0005634|nucleus; GO:0003676|nucleic acid binding; GO:0008026|ATP-dependent helicase activity; GO:0005524|ATP binding,0.9276356060962048,0.8518075522330841,0.8542006384426187,0.7651600965842806,0.5469414820602707,0.325707883400622,0.2028187406296852,0.9710062565665556,0.8497197656729338,0.8262941787941788,0.7579142902773588,0.5497908726840646,0.3304745858327535,0.20555469961482664,0.8601691871621979,0.8859949362606232,0.8890217849970766,0.7287989329581099,0.5336566000414013,0.3272217148888327,0.20036069729542874
Tb927.10.630,0.8659172741708596,,8.214925515747721,,9.499068198692841e-13,,5.65361704784452,5.0,0.052416641003354685,Tb927.10.630,"hypothetical protein, conserved",1,none,,0.8059466577339355,0.7399640454097766,0.6914512910952595,0.6019408296055307,0.4006711281070746,,0.8823763738273991,0.81700546695108,,0.7835540084076996,0.6220083682008368,0.3838475796178344,0.19616689837461168,,,,0.8030574971815106,0.5685608730862673,0.3564992956180026,0.18402203828899985
Tb927.10.6360,0.9922794421034072,0.02316869434335085,7.023726253899118,0.5928384238220787,0.015400750562870826,0.032532035613699425,4.936892988658828,3.0,0.044598640394984616,Tb927.10.6360,FAZ-tip-localizing protein required for cytokinesis,1,GO:0000910|cytokinesis; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,0.9513819197111258,0.8149799043062199,0.8633075322513525,0.8199445385532345,0.5786201105590932,0.30295349001840577,0.19694630878062164,0.8378373410431799,0.9385547878026472,0.8836929054316576,0.7750235946756275,0.5778173596636874,0.3625624937622676,0.20064562830905447,0.9605334594847588,,0.8847016069502016,0.8113615523007474,0.5697001173599597,0.3570775742711342,0.1899750915750916
Tb927.10.6380,,,,,,,,none,,Tb927.10.6380,ring finger containing protein,0,GO:0008270|zinc ion binding,,,,0.4150588853991673,,,0.17843678077335612,,,0.6784645513605122,0.4565468673888335,,,,,,,0.4180061080536393,,,
Tb927.10.6390,,,,,,,,none,,Tb927.10.6390,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.10.640,,,,,,,,none,,Tb927.10.640,"arginine N-methyltransferase, type II",0,"GO:0008469|histone-arginine N-methyltransferase activity; GO:0019918|peptidyl-arginine methylation, to symmetrical-dimethyl arginine; GO:0005737|cytoplasm; GO:0016273|arginine N-methyltransferase activity",,,,0.7001507193621079,,0.5255378851836218,,,,,,0.5945839039173869,0.36988797919671695,,,,,0.7073478609430799,0.627039627039627,0.3935474072672218,0.1663415584118038
Tb927.10.6510,1.0058931237007598,,8.939757125397149,,1.71827663209001e-10,,6.156032035961909,7.0,0.034136123129303635,Tb927.10.6510;Tb927.10.6400,"chaperonin HSP60, mitochondrial precursor;chaperonin HSP60, mitochondrial precursor",1,GO:0051082|unfolded protein binding; GO:0005524|ATP binding; GO:0005739|mitochondrion; GO:0030150|protein import into mitochondrial matrix; GO:0006461|protein-containing complex assembly; GO:0042026|protein refolding; GO:0006457|protein folding; GO:0005737|cytoplasm,0.9672139981855816,0.9294455382127652,0.9015425910182171,0.8621200730879667,0.6873712802666117,0.4037487511883156,0.2639712275093082,0.9515053022129832,0.9397154751564888,0.9150140674773874,0.8657306232221361,0.7031008907522692,0.3993733474068376,0.25631744375611354,0.9525096389402852,0.9787666589911084,0.9292861616217108,0.8429020622064929,0.6926954918352997,0.41595093508063735,0.2507254522769806
Tb927.10.6410,0.9194336418826844,0.9934399976760996,3.872902231035956,8.56114449555024,4.219757876455789e-11,0.014849986525690454,2.6439558502870426,none,0.11131633817588643,Tb927.10.6410,"DNA mismatch repair protein MSH6, putative",0,GO:0006298|mismatch repair; GO:0005524|ATP binding; GO:0005634|nucleus; GO:0030983|mismatched DNA binding,,0.5620898027958063,0.7261740965242078,0.4753671641791046,0.3870595746983389,,,0.6442059390391892,0.719704668942636,0.7073370062295201,0.5061025118398178,0.28293484180497924,,0.1506671250143234,0.8787560903009508,0.6228914313935303,0.7315164159792982,0.41883228895173663,0.3532995342396777,0.09325000351661956,
Tb927.10.6440,1.1137814506158,,8.009401182356317,,4.267830533422057e-11,,5.511158435913525,5.0,0.07831631140515355,Tb927.10.6440,phosphomannomutase,1,GO:0019307|mannose biosynthetic process; GO:0097014|ciliary plasm; GO:0020015|glycosome; GO:0009298|GDP-mannose biosynthetic process; GO:0004615|phosphomannomutase activity; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,0.9504249210297824,0.9490099332132363,0.8554126937364825,0.7949543632505199,0.6790003291458666,0.4518295043443307,0.27561139708547816,1.0173667325234796,0.9059306090979184,0.8881620284813567,0.8546672695725328,0.6832918586999631,0.4300412010837328,0.24620403756268736,0.975805341112685,0.9136296654528904,0.921404514510928,0.8740936679334502,0.6831164111300398,0.4080226925907973,0.24844512972572275
Tb927.10.6480,0.4843567200571179,0.035789852828630994,1.6819935880761263,0.30651840070357905,0.4361716626895705,0.019803835713206625,4.872033489814669,3.0,0.0392173860885851,Tb927.10.6480,"hypothetical protein, conserved",1,GO:0005737|cytoplasm; GO:0005929|cilium,,0.8220445317156984,,0.5755782094594596,0.29135069051392354,,,,,0.668358944568441,0.5430057094523156,0.6263203203203203,0.4100217233161921,,,0.7639534028203556,0.8733424433789105,0.6247171319548136,0.35781831893596605,0.4749678841471229,0.26329077900795395
Tb927.10.6490,1.0991068068906231,,7.90867527843995,,2.4852586655299547e-10,,5.441340561074933,5.0,0.019075091336837185,Tb927.10.6490,"KIAA1430 homologue, putative",1,GO:0005930|axoneme; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,,,0.9647168239165748,0.8405706889727984,0.6899019377654101,0.4125798399599117,0.2398612200892456,,,0.9421825976400374,0.8992026730274117,0.6847472162102821,0.3981363396276245,0.23208991209711174,,,0.9485036561045868,0.8822427612370519,0.7102665364173717,0.4107868072787427,0.23936856054331626
Tb927.10.650,1.0546679570925854,,9.296919356931207,,4.211958559707796e-09,,6.403598065130082,8.0,0.017668234279121432,Tb927.10.650,Component of motile flagella 17,1,GO:0005930|axoneme,1.040881754949171,1.0015333130819652,0.9333931268963441,0.8824434484750938,0.7194735592522832,0.44637869973790206,0.3252060447220209,1.0284640654093808,1.006482741451752,0.9720918705426504,0.9009379089382564,0.7017384630747066,0.4580278024673802,0.2852437559279165,1.030777814120133,1.0110837890539095,0.946650588247216,0.8717127293678091,0.6991861902344229,0.4517431279248103,0.2893677619380529
Tb927.10.6530,,,,,,,,none,,Tb927.10.6530,"dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative",0,"GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0016758|transferase activity, transferring hexosyl groups; GO:0016021|integral component of membrane; GO:0005789|endoplasmic reticulum membrane; GO:0005783|endoplasmic reticulum; GO:0005737|cytoplasm; GO:0004584|dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity",,,,,0.5728620138103225,,,,,,0.6954039769845572,0.5277388307889571,,,,,,,,0.2792530488864181,
Tb927.10.6540,,,,,,,,none,,Tb927.10.6540,"kinetoplastid-specific phospho-protein phosphatase, putative",0,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0004722|protein serine/threonine phosphatase activity; GO:0006470|protein dephosphorylation; GO:0005737|cytoplasm; GO:0016787|hydrolase activity,,,,0.5317696400625979,0.4717079136349632,0.14465746713876898,,,,,0.5367548250431509,0.3982215778826703,0.23171918805306116,,,,,0.4518199915504858,0.4440545997826874,0.16728278257209012,
Tb927.10.6550,0.9538364461777172,0.0162681897563118,6.038068603745511,0.5445966838954902,0.12433661463664025,0.02557576591660299,4.979899798797926,3.0,0.01110396779747794,Tb927.10.6550,"Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region/Zinc-finger (CX5CX6HX5H) motif containing protein, putative",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0008270|zinc ion binding; GO:0003677|DNA binding; GO:0005737|cytoplasm,,0.9706210465315585,0.9291083969025336,0.8018392830139224,0.6320354977539032,0.3652320863453146,0.2141219689269639,,0.9676179390799418,0.9362279468635852,0.8402213545101971,0.596715897748228,0.3883666666666668,0.2550601607425093,,1.0004156646809994,0.9360515499121022,0.8108081634383081,0.6012917568071615,0.34860370495116194,0.25506460264433256
Tb927.10.6580,0.4707464917196713,0.054196015271150436,0.9542212523298575,0.2487882823782491,0.4701900113316433,0.0541158427388501,6.658571668978084,9.0,0.043143561372656826,Tb927.10.6580,hypothetical protein,1,GO:0005509|calcium ion binding; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,0.9452805854539408,0.7326507672397856,0.6141266516639219,0.5655597833955927,0.3322113986994773,,0.3002672083968173,,0.6799461958380302,0.6386652806652806,0.546079201038942,0.3452196016449237,,,0.9369907896352696,0.7529232700836355,0.6573818208239482,0.5151083081062899,0.4800431118257151,0.500696228390929,
Tb927.10.6590,,,,,,,,none,,Tb927.10.6590;Tb11.v5.0568,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,0.7457100116089402,,,,,,0.8341350277998413,0.6478408384986933,0.5610979257115293,0.3003794010775592,,0.8277970300326298,,,0.6733785201841739,,
Tb927.10.6600,0.4563084292552335,0.09165369106243043,1.914839859005616,0.5857206621441106,0.27152982585204755,0.025024432310813968,2.9648991954608115,1.0,0.06173248424337473,Tb927.10.6600,"hypothetical protein, conserved",1,GO:0005634|nucleus; GO:0005737|cytoplasm,0.8247876030197773,0.5272218917859696,0.59877860161046,0.4830843451165789,0.31660528673835125,0.26552508253998786,,,,0.32512341451617993,0.6636400035511365,0.29909337502136235,,,0.6037176540519121,0.7101600000000001,0.4894339093357271,0.5465663768682232,0.3414205161667754,0.29905219266714594,
Tb927.10.6610,1.002187334852315,0.008182751081122236,6.1176433854659775,0.2234044172303309,0.05272548029785695,0.011732775212388328,4.527358536412139,3.0,0.0103705419162044,Tb927.10.6610,"chaperone protein DnaJ, putative",1,GO:0051082|unfolded protein binding; GO:0006457|protein folding,,0.9332573293543016,0.9073014458859996,0.7796021393666552,0.5780678559189051,0.3428873065338881,0.2015146241195416,0.9339397989968582,0.9580499551314716,0.9015362508716692,0.7613900908556116,0.5735473111440886,0.2951520840015531,0.1955298608777472,,0.9619361929150664,0.907014627377126,0.78,0.5681649427446948,0.32625460037945075,0.1918955374714111
Tb927.10.6630,0.8759648794079788,0.02246437663307095,3.2120051705880703,0.2583650222890326,0.10454562271560276,0.023059503120649687,2.5866509803034052,1.0,0.015577357671467004,Tb927.10.6630,"ATP-dependent RNA helicase DBP2A, putative",1,GO:0005634|nucleus; GO:0005829|cytosol; GO:0005524|ATP binding; GO:0008026|ATP-dependent helicase activity; GO:0005730|nucleolus; GO:0003676|nucleic acid binding,0.9583281758847616,0.8734222735522191,0.7419512847833091,0.5430061864103483,0.3511595400646785,0.17466381614110102,0.1122249785474686,0.9460698183383762,0.8710284568048142,0.7589110506169939,0.5433053823641685,0.3428673493408663,0.18426011575651452,0.10491800342304873,0.966168785058047,0.8869441073675381,0.7482936951804652,0.5719475709228955,0.356836553971755,0.18744532281800688,0.1301149148600626
Tb927.10.6640,1.0033990124423378,,7.990045820198168,,3.581579477440755e-12,,5.497742320928531,5.0,0.02631591150923451,Tb927.10.6640,transmembrane emp24 domain-containing protein,1,GO:0010608|posttranscriptional regulation of gene expression,0.9481920464238794,0.9318712895984036,0.9138857703780652,0.7888068341752403,0.6096194200169175,0.3705551238387618,0.2274360899168015,0.9472072415539714,0.8957693590659995,0.918410116041482,0.8083114901618429,0.614840492696212,0.3855457508230351,0.21353864711637693,0.9642035299527004,0.9172348995069906,0.9046475823911474,0.8199380509404072,0.6088961202389181,0.3675915732131748,0.20523193260751765
Tb927.10.6650,0.9543856831803744,0.12245483781789887,9.015934142747074,2.1874369757627874,1.481259559454884e-12,0.0011597304892144464,6.20883391925827,7.0,0.02397967732416856,Tb927.10.6650,"G10 protein homologue, putative",1,GO:0005634|nucleus,0.9620815736187448,0.9002033751897512,0.8239208796746716,0.7908732003148004,0.62528526927647,0.390235418875928,0.20312622010639486,0.93598191369107,0.8603651060963287,0.8436353117908397,0.8203828714027822,0.6378305326407986,0.3943533619195329,0.21800276993554574,0.9300569495781632,0.9056979584451617,0.813116550312614,0.7973498209405923,0.6612925952313887,0.3991302382521895,0.2363076836253845
Tb927.10.6670,1.1011880396755296,0.17470920744520574,9.008087745234402,3.5544076156516886,1.194540022453339e-10,0.02345692080318156,6.203395211901735,7.0,0.06681529481709958,Tb927.10.6670,"dynein light chain, putative",1,GO:0007017|microtubule-based process; GO:0030286|dynein complex; GO:0005875|microtubule associated complex; GO:0003777|microtubule motor activity,0.9389768448532652,0.9807201622628342,0.8991925946597725,0.9183557079158076,0.7624279863924943,0.4478898216635657,0.2722694059614533,0.9357050259133208,0.9790478120583452,0.9534940305475887,0.9279952918038648,0.7356218346635136,0.458260670242516,0.2841329569002685,0.97082764447328,0.9959617049768806,0.9880153990559236,0.9190990370572659,0.7402385193607479,0.4549282009623196,0.2784855695860625
Tb927.10.6680,0.8305407674574508,0.011476334720884176,6.655937114335995,0.31301959174577426,0.10068564909786293,0.013775233733020914,5.425604379628949,5.0,0.013171356214346222,Tb927.10.6680,member of the NOL1/NOP2/sun family of proteins,1,GO:0008168|methyltransferase activity; GO:0005737|cytoplasm,0.8642862883450143,0.8782832115033544,0.8544070405349576,0.6984789936631043,0.5574170048216929,0.3785506305026261,0.2393468647650132,,,0.7126399486557798,0.7505542973155875,0.5418395216510753,0.3550628565554813,0.24000522052578155,,0.8643733871872546,0.8281755016540562,0.7733186543901692,0.5583277562326869,0.34891691790639057,0.23475844325560505
Tb927.10.6690,0.9356223180834806,,8.207729239906861,,5.188500740160862e-10,,5.6486289740451205,5.0,0.012747828026280831,Tb927.10.6690,protein tyrosine phosphatase 1,1,GO:0016791|phosphatase activity; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0006470|protein dephosphorylation; GO:0016311|dephosphorylation; GO:0004725|protein tyrosine phosphatase activity; GO:0005737|cytoplasm,0.9339718885613992,0.8624330177034404,0.7512285657156689,0.7710566587490103,0.5834383235434197,0.3554118950238582,,,0.8965062898706254,0.8542517692085501,0.7121204844655081,0.5645938909962068,0.34872364870745937,0.1875914254901092,,0.8760872275225058,0.9529816787783532,0.6838144663693568,0.6041161844282456,0.3542951646458066,
Tb927.10.670,,,,,,,,none,,Tb927.10.670,"hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,,,,,,,,,,,,,,,,,,
Tb927.10.6700,0.8030241632737378,0.30175916387436696,9.092439658874751,6.607322465371299,0.08823964313868493,0.34121649683422245,7.313449604769418,10.0,0.042536349483057886,Tb927.10.6700;Tb11.v5.0902,"Kinetochore interacting protein 3;hypothetical protein, conserved",1,GO:0005515|protein binding; GO:0000776|kinetochore; GO:0005634|nucleus,,0.8119821091092353,0.7306560528143147,0.7753760653674251,0.6106641634456103,0.4199533621814686,0.4043101988160509,,0.8456486714785083,0.8069191651883948,0.8656129293264593,0.5764455003146634,0.4102486269448628,0.34602267479926946,,0.9306858284680322,0.7715219675610442,0.838764340968184,0.6009810067162562,0.4462779756232132,0.22560046996790464
Tb927.10.6710,,,,,,,,none,,Tb927.10.6710,"hypothetical protein, conserved",0,GO:0005634|nucleus,,,0.8331926552979185,0.7122115013508298,0.5368948825578279,,,,0.8926250776918071,,0.7406142558123832,,0.26507857467384954,0.1986132708542906,,,,0.6613763259073433,,,
Tb927.10.6730,,,,,,,,none,,Tb927.10.6730,"Plasma-membrane choline transporter, putative",0,GO:0020016|ciliary pocket,,,0.6983118782528492,,,,,,,,0.5970540109616344,0.3717153118102578,,,,0.8567860158641646,,0.4805611324328366,,,
Tb927.10.6750,0.7409030598679179,0.02786183702901341,2.08577698944112,0.23704408696282725,0.1683424566530165,0.028725856312858507,1.9277532110275466,1.0,0.015457420348248553,Tb927.10.6750;Tb927.10.6760,"Plasma-membrane choline transporter, putative;Plasma-membrane choline transporter, putative",1,GO:0005737|cytoplasm,,0.7626084154427714,0.5272209781968179,0.4942843210429418,0.3028015991220506,0.23974249723227914,,0.9405324365302108,0.8113449012425353,0.667579268292683,0.4213816590028313,0.2449758909203595,0.105890322353851,,0.8476953463083376,0.7335856447145613,0.614806775604405,0.3961044134189109,0.30112524240465416,0.18500310867120848,
